index,gender,car,reality,child_num,income_total,income_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
260,F,N,Y,0,112500.0,Working,House / apartment,-23360,-469,0,0,0,,2.0,-22.0
261,F,N,N,0,81000.0,Working,House / apartment,-19569,-1013,0,0,0,Security staff,2.0,-9.0
262,M,Y,N,0,225000.0,Commercial associate,House / apartment,-14346,-302,0,0,0,,2.0,-28.0
263,M,N,N,0,202500.0,Commercial associate,House / apartment,-20604,-252,1,1,0,Security staff,2.0,-7.0
264,M,Y,Y,1,310500.0,Working,House / apartment,-11023,-3093,0,0,1,IT staff,3.0,-22.0
265,F,N,Y,0,112500.0,State servant,With parents,-8940,-544,0,0,0,,2.0,-8.0
266,F,N,N,0,270000.0,Working,House / apartment,-18307,-8794,1,1,0,Drivers,2.0,-15.0
267,M,N,N,2,225000.0,Working,House / apartment,-16768,-3088,1,0,0,Laborers,4.0,-60.0
268,F,N,Y,0,112500.0,State servant,House / apartment,-20009,-6524,0,0,0,,2.0,-15.0
269,M,N,Y,0,157500.0,Working,House / apartment,-21825,-6671,0,0,0,Laborers,2.0,-50.0
270,F,N,Y,1,90000.0,Working,House / apartment,-17864,-7070,0,0,1,,3.0,-44.0
271,F,Y,Y,0,315000.0,Commercial associate,House / apartment,-15653,-5500,0,0,1,Core staff,2.0,-1.0
272,F,N,Y,0,112500.0,Pensioner,House / apartment,-24060,365243,0,0,0,,2.0,-23.0
273,F,Y,N,0,157500.0,Commercial associate,House / apartment,-13590,-982,0,1,0,,2.0,-28.0
274,F,N,Y,0,202500.0,Pensioner,House / apartment,-20492,365243,0,0,0,,1.0,-10.0
275,F,N,N,0,67500.0,Working,With parents,-15675,-8691,1,1,0,Medicine staff,2.0,-21.0
276,F,N,N,0,112500.0,Pensioner,House / apartment,-23272,365243,0,1,0,,2.0,-27.0
277,M,Y,Y,0,247500.0,Working,House / apartment,-18770,-1183,0,0,0,Drivers,2.0,-23.0
278,M,N,Y,0,253800.0,Commercial associate,House / apartment,-20660,-3029,0,1,0,Managers,2.0,-21.0
279,M,Y,N,0,337500.0,State servant,With parents,-10266,-1652,1,1,0,Managers,2.0,-17.0
280,M,Y,N,1,270000.0,Working,Municipal apartment,-9765,-1028,1,1,0,Laborers,3.0,-12.0
281,F,N,Y,0,157500.0,State servant,House / apartment,-19638,-412,0,1,0,,2.0,-19.0
282,M,N,Y,1,202500.0,Commercial associate,House / apartment,-12440,-503,0,1,0,Core staff,2.0,-34.0
283,M,N,N,0,315000.0,Working,House / apartment,-8946,-867,0,0,0,Managers,1.0,-24.0
284,M,Y,N,1,202500.0,Working,House / apartment,-11745,-231,1,0,0,Drivers,3.0,-3.0
285,M,Y,Y,0,180000.0,Working,With parents,-11089,-1467,0,0,0,Laborers,2.0,-13.0
286,M,Y,N,1,180000.0,Commercial associate,House / apartment,-14566,-292,1,0,0,Laborers,3.0,-27.0
287,F,N,Y,1,180000.0,Working,House / apartment,-9190,-933,0,0,1,Core staff,3.0,-15.0
288,F,Y,N,2,180000.0,Working,House / apartment,-12709,-3193,0,0,0,Managers,4.0,-26.0
289,F,N,N,0,270000.0,Working,Rented apartment,-15220,-2134,1,1,0,,2.0,-13.0
290,F,N,Y,0,121500.0,Working,House / apartment,-17432,-2417,1,1,0,,1.0,-24.0
291,M,Y,N,1,90000.0,Pensioner,House / apartment,-21060,365243,0,0,0,,3.0,-20.0
292,F,N,N,1,540000.0,Working,House / apartment,-16409,-2045,1,0,0,Managers,2.0,-49.0
293,F,N,Y,0,180000.0,Pensioner,House / apartment,-24687,365243,0,1,0,,1.0,-40.0
294,F,N,N,0,112500.0,State servant,House / apartment,-19295,-5246,1,0,0,,1.0,-23.0
295,M,Y,N,0,225000.0,Working,House / apartment,-13411,-185,0,0,0,Laborers,2.0,-25.0
296,F,N,Y,0,135000.0,Pensioner,House / apartment,-20445,365243,0,0,0,,2.0,-12.0
297,M,Y,N,0,144000.0,Working,House / apartment,-18441,-1540,1,1,0,Drivers,2.0,-52.0
298,F,Y,Y,0,157500.0,Working,House / apartment,-16071,-2239,0,0,0,Cleaning staff,2.0,-58.0
299,F,Y,N,1,157500.0,Working,House / apartment,-14883,-1010,0,0,0,Sales staff,3.0,-24.0
300,M,N,N,0,270000.0,Working,House / apartment,-10734,-2511,0,1,0,,2.0,-20.0
301,M,N,Y,0,135000.0,Working,House / apartment,-12626,-5295,0,0,0,Laborers,1.0,-18.0
302,F,N,Y,0,225000.0,Commercial associate,House / apartment,-17031,-642,0,0,0,Core staff,1.0,-42.0
303,F,N,Y,0,166500.0,Pensioner,House / apartment,-21902,365243,0,0,1,,2.0,-2.0
304,F,N,Y,0,180000.0,Pensioner,House / apartment,-23770,365243,0,0,0,,2.0,-42.0
305,M,N,Y,0,90000.0,Working,House / apartment,-15140,-1525,1,1,0,Low-skill Laborers,2.0,-36.0
306,F,N,Y,0,202500.0,Commercial associate,House / apartment,-19053,-3629,0,0,0,High skill tech staff,1.0,-2.0
307,F,N,Y,1,180000.0,Working,House / apartment,-16554,-2470,0,0,1,,2.0,-57.0
308,F,Y,Y,2,225000.0,Working,House / apartment,-13160,-6156,0,0,0,,4.0,-5.0
309,F,N,Y,0,180000.0,Working,House / apartment,-14534,-1054,0,1,0,High skill tech staff,1.0,-44.0
310,F,N,Y,0,180000.0,State servant,House / apartment,-16555,-2045,0,0,0,Laborers,2.0,-50.0
311,F,N,Y,0,135000.0,Commercial associate,House / apartment,-14577,-2269,0,0,0,Sales staff,2.0,-33.0
312,F,Y,Y,0,193500.0,Working,House / apartment,-18029,-1496,0,0,0,Laborers,1.0,-3.0
313,M,Y,N,0,202500.0,Working,House / apartment,-20360,-400,0,0,0,Security staff,2.0,-52.0
314,F,N,Y,0,135000.0,Pensioner,House / apartment,-22283,365243,0,0,0,,2.0,-45.0
315,F,N,Y,0,90000.0,Pensioner,House / apartment,-21904,365243,0,1,0,,2.0,-2.0
316,F,N,Y,0,126000.0,Commercial associate,House / apartment,-18907,-2470,0,0,0,Sales staff,1.0,-14.0
317,M,Y,Y,0,247500.0,Working,House / apartment,-10952,-3577,1,0,0,Laborers,2.0,-25.0
318,M,N,Y,0,180000.0,Commercial associate,House / apartment,-12494,-978,0,0,0,Laborers,1.0,-31.0
319,F,N,Y,0,135000.0,Commercial associate,House / apartment,-8056,-433,0,0,0,Core staff,2.0,-37.0
320,F,N,N,0,207000.0,Working,House / apartment,-14740,-6723,0,1,0,Core staff,2.0,-40.0
321,F,N,N,0,135000.0,State servant,House / apartment,-20875,-3785,0,0,0,High skill tech staff,2.0,-58.0
322,F,N,N,0,202500.0,Working,House / apartment,-15309,-5179,1,1,0,Core staff,2.0,-27.0
323,M,Y,Y,0,225000.0,Working,House / apartment,-12311,-2461,1,1,0,Laborers,2.0,-7.0
324,F,Y,Y,0,157500.0,Commercial associate,House / apartment,-14330,-1936,0,0,0,Sales staff,2.0,-32.0
325,M,N,Y,1,135000.0,Working,House / apartment,-18421,-1308,0,0,0,Drivers,3.0,-1.0
326,F,N,Y,0,135000.0,Pensioner,House / apartment,-20755,365243,0,0,0,,2.0,-19.0
327,F,Y,N,0,121500.0,State servant,House / apartment,-19912,-4973,0,1,0,,2.0,-31.0
328,F,N,N,0,112500.0,Working,House / apartment,-20109,-857,1,1,0,,2.0,-25.0
329,M,N,Y,1,112500.0,Working,House / apartment,-18394,-5155,0,0,0,Laborers,3.0,-17.0
330,M,N,Y,0,157500.0,Commercial associate,House / apartment,-19127,-1061,1,1,0,Core staff,2.0,-26.0
331,F,N,Y,0,135000.0,Commercial associate,House / apartment,-15407,-1801,0,0,0,Waiters/barmen staff,2.0,-54.0
332,F,N,Y,1,180000.0,Working,House / apartment,-15116,-2284,0,0,0,Laborers,3.0,-15.0
333,M,N,Y,0,135000.0,Working,House / apartment,-15819,-169,0,0,0,Security staff,2.0,-25.0
334,F,N,Y,0,112500.0,Commercial associate,House / apartment,-9890,-719,0,0,0,,2.0,-3.0
335,F,N,Y,1,193500.0,State servant,House / apartment,-12875,-1009,0,0,1,Managers,3.0,-17.0
336,M,Y,Y,0,315000.0,Commercial associate,House / apartment,-15509,-1189,1,1,0,Drivers,2.0,-37.0
337,F,N,N,0,180000.0,State servant,House / apartment,-18181,-351,1,1,0,Laborers,1.0,-23.0
338,F,N,Y,0,112500.0,Pensioner,House / apartment,-23355,365243,0,0,0,,2.0,-6.0
339,M,Y,Y,0,135000.0,Working,House / apartment,-12616,-777,0,0,0,Laborers,2.0,-53.0
340,M,Y,Y,0,270000.0,Working,House / apartment,-9815,-1341,0,0,0,Laborers,1.0,-9.0
341,M,Y,N,2,225000.0,Working,House / apartment,-14776,-2212,0,0,0,Drivers,4.0,-9.0
342,F,N,Y,0,180000.0,Commercial associate,House / apartment,-17816,-1285,0,0,0,Medicine staff,2.0,-59.0
343,F,Y,Y,2,180000.0,Working,House / apartment,-15692,-3649,0,0,0,Managers,4.0,-4.0
344,F,N,N,1,157500.0,Working,House / apartment,-15128,-1628,0,0,1,Private service staff,3.0,-55.0
345,M,Y,Y,0,360000.0,Working,House / apartment,-17257,-3236,0,0,0,Drivers,2.0,-31.0
346,F,N,Y,0,112500.0,Pensioner,House / apartment,-23579,365243,0,0,0,,2.0,-9.0
347,F,Y,Y,0,135000.0,Working,House / apartment,-17785,-1712,0,0,0,Laborers,2.0,-15.0
348,F,N,Y,0,202500.0,Commercial associate,House / apartment,-16173,-674,0,0,0,Sales staff,2.0,-35.0
349,F,N,N,0,99000.0,Commercial associate,House / apartment,-16378,-370,1,0,0,Core staff,1.0,-41.0
350,M,N,N,0,135000.0,Working,With parents,-10082,-528,1,1,0,,1.0,-16.0
351,F,N,Y,0,112500.0,Pensioner,House / apartment,-22788,365243,0,0,0,,2.0,-48.0
352,M,N,Y,1,112500.0,Working,House / apartment,-10145,-1126,0,0,0,Laborers,3.0,-15.0
353,F,N,Y,0,202500.0,Working,House / apartment,-17803,-10079,0,1,0,Core staff,1.0,-49.0
354,M,Y,N,2,166500.0,Commercial associate,House / apartment,-12312,-1199,0,0,0,Core staff,4.0,-10.0
355,M,Y,Y,1,171000.0,Working,House / apartment,-10027,-946,0,0,0,Managers,3.0,-21.0
356,F,N,N,0,135000.0,Working,House / apartment,-11004,-1570,0,0,0,Private service staff,2.0,-43.0
357,M,N,Y,0,180000.0,Working,House / apartment,-16165,-848,1,0,0,Laborers,2.0,-55.0
358,F,N,N,0,117000.0,Working,House / apartment,-9722,-1488,0,1,0,,1.0,-11.0
359,M,Y,N,0,99000.0,Working,House / apartment,-12299,-279,0,0,0,,2.0,-22.0
360,F,N,Y,0,153000.0,Pensioner,House / apartment,-21899,365243,0,1,0,,2.0,-11.0
361,M,Y,Y,1,180000.0,Working,House / apartment,-13585,-747,0,0,0,High skill tech staff,3.0,-22.0
362,F,N,Y,0,126000.0,Working,House / apartment,-21646,-1283,1,1,0,Cleaning staff,1.0,-4.0
363,M,Y,Y,0,360000.0,Pensioner,House / apartment,-20859,365243,0,0,1,,2.0,-39.0
364,F,N,Y,1,157500.0,Working,Municipal apartment,-13355,-625,0,0,0,Sales staff,2.0,-6.0
365,F,N,Y,0,202500.0,Working,House / apartment,-16227,-4854,0,0,0,Sales staff,2.0,-36.0
366,F,N,Y,1,112500.0,State servant,House / apartment,-14887,-2599,0,0,0,Managers,3.0,-5.0
367,F,Y,Y,0,121500.0,Working,House / apartment,-10145,-1682,0,0,1,Sales staff,2.0,-35.0
368,F,N,Y,0,157500.0,Pensioner,House / apartment,-20578,365243,0,1,0,,2.0,-60.0
369,F,N,Y,0,202500.0,State servant,House / apartment,-11158,-640,0,1,0,High skill tech staff,2.0,-27.0
370,M,Y,Y,0,135000.0,Working,House / apartment,-19322,-663,1,1,0,Laborers,2.0,-13.0
371,F,Y,N,1,76500.0,Pensioner,Municipal apartment,-21583,365243,0,1,0,,3.0,-29.0
372,F,Y,N,0,292500.0,Commercial associate,House / apartment,-19939,-6298,1,0,0,Managers,2.0,-60.0
373,F,Y,Y,0,301500.0,Pensioner,House / apartment,-21044,365243,0,1,0,,2.0,-7.0
374,M,Y,Y,1,135000.0,Working,House / apartment,-10910,-1436,1,0,0,Security staff,3.0,-46.0
375,F,N,Y,0,180000.0,State servant,House / apartment,-17253,-4267,0,0,0,,2.0,-42.0
376,F,Y,N,0,675000.0,Commercial associate,House / apartment,-15733,-6486,1,1,0,Core staff,1.0,-7.0
377,F,N,Y,0,225000.0,State servant,House / apartment,-17543,-474,0,0,0,Cleaning staff,1.0,-57.0
378,F,N,Y,0,351000.0,Pensioner,House / apartment,-20608,365243,0,0,0,,1.0,-59.0
379,M,Y,Y,1,135000.0,Commercial associate,House / apartment,-11759,-91,0,0,0,Managers,3.0,-36.0
380,F,N,Y,0,180000.0,Working,House / apartment,-8862,-716,0,0,0,Laborers,1.0,-18.0
381,F,N,N,0,135000.0,Working,House / apartment,-15839,-1525,1,1,0,Sales staff,2.0,-31.0
382,F,N,Y,1,315000.0,Working,House / apartment,-11602,-1455,0,0,0,Managers,3.0,-20.0
383,M,Y,Y,0,315000.0,Working,House / apartment,-10450,-2077,0,0,0,Sales staff,2.0,-22.0
384,M,N,Y,0,180000.0,State servant,House / apartment,-24204,-2462,0,0,0,Private service staff,2.0,-24.0
385,F,N,Y,1,135000.0,Commercial associate,House / apartment,-10182,-971,0,0,0,Sales staff,3.0,-17.0
386,M,Y,N,0,202500.0,State servant,House / apartment,-11648,-4275,1,1,0,Core staff,2.0,-48.0
387,F,N,N,2,73350.0,Working,House / apartment,-14321,-7068,0,0,0,Medicine staff,4.0,-24.0
388,F,N,Y,2,58500.0,Working,House / apartment,-14228,-5950,0,0,0,Core staff,4.0,-44.0
389,F,Y,Y,0,90000.0,Pensioner,House / apartment,-21973,365243,0,0,0,,1.0,-3.0
390,F,Y,N,2,90000.0,Working,House / apartment,-13135,-3657,1,1,0,High skill tech staff,4.0,-54.0
391,F,N,Y,0,225000.0,Working,House / apartment,-19984,-3915,0,0,0,Cleaning staff,2.0,-46.0
392,F,Y,N,0,202500.0,Pensioner,House / apartment,-21720,365243,0,0,0,,2.0,-9.0
393,F,N,Y,0,72000.0,Pensioner,House / apartment,-23694,365243,0,0,0,,1.0,-34.0
394,F,N,N,0,270000.0,Working,House / apartment,-21394,-6576,0,0,0,Medicine staff,1.0,-43.0
395,F,N,Y,0,135000.0,Pensioner,House / apartment,-21284,365243,0,0,0,,1.0,-11.0
396,F,N,Y,0,81000.0,Working,House / apartment,-15007,-1677,1,1,0,Laborers,1.0,-4.0
397,M,Y,Y,0,315000.0,Working,House / apartment,-14064,-5326,0,0,0,Drivers,1.0,-32.0
398,M,N,N,0,90000.0,Working,House / apartment,-11496,-1737,1,0,0,Laborers,2.0,-19.0
399,M,N,N,0,225000.0,Working,House / apartment,-10166,-1774,1,0,0,,1.0,-32.0
400,M,Y,Y,0,180000.0,Pensioner,House / apartment,-24780,365243,0,0,0,,2.0,-50.0
401,M,N,Y,0,180000.0,Commercial associate,House / apartment,-10138,-224,0,0,0,Laborers,1.0,-42.0
402,F,N,Y,0,40500.0,Pensioner,House / apartment,-18207,365243,0,1,0,,2.0,-56.0
403,F,N,N,0,126000.0,Pensioner,House / apartment,-23751,365243,0,0,0,,2.0,-5.0
404,F,N,Y,2,157500.0,Working,House / apartment,-14212,-1889,0,0,0,Laborers,4.0,-7.0
405,M,Y,Y,2,675000.0,Commercial associate,House / apartment,-13398,-3003,0,0,0,Core staff,4.0,-29.0
406,F,Y,Y,0,360000.0,Working,House / apartment,-18356,-1820,0,0,0,High skill tech staff,2.0,-46.0
407,M,Y,Y,0,225000.0,Commercial associate,House / apartment,-12208,-3273,0,0,0,Accountants,2.0,-26.0
408,F,Y,Y,1,135000.0,Working,House / apartment,-14863,-4407,0,0,0,Managers,3.0,-47.0
409,F,Y,Y,0,270000.0,Pensioner,House / apartment,-18933,365243,0,1,0,,2.0,-16.0
410,M,Y,Y,0,225000.0,Working,House / apartment,-17915,-3366,0,0,0,Drivers,2.0,-22.0
411,F,N,N,0,180000.0,Working,With parents,-13396,-3853,1,1,0,Private service staff,1.0,-31.0
412,M,N,N,1,225000.0,Commercial associate,House / apartment,-10565,-2348,0,0,0,Laborers,3.0,-17.0
413,F,N,Y,0,135000.0,Pensioner,House / apartment,-18924,365243,0,1,0,,2.0,-57.0
414,F,Y,Y,0,180000.0,Working,With parents,-12627,-241,1,1,0,Sales staff,2.0,-5.0
415,F,N,N,0,90000.0,Commercial associate,House / apartment,-14209,-7249,1,0,0,,2.0,-18.0
416,F,N,N,0,72000.0,Commercial associate,With parents,-9211,-1131,1,0,0,Secretaries,2.0,-16.0
417,F,N,N,0,49500.0,Working,House / apartment,-18587,-195,1,0,0,Cleaning staff,2.0,-20.0
418,F,N,Y,1,225000.0,Working,House / apartment,-11549,-1086,0,0,0,Drivers,3.0,-19.0
419,M,Y,Y,0,207000.0,Pensioner,House / apartment,-24312,365243,0,0,0,,2.0,-60.0
420,F,N,N,0,450000.0,Working,House / apartment,-11082,-3361,0,0,0,Sales staff,2.0,-12.0
421,F,Y,N,0,202500.0,Commercial associate,Municipal apartment,-21276,-1128,0,1,0,Accountants,2.0,-17.0
422,M,Y,Y,0,202500.0,Working,House / apartment,-18752,-11906,0,1,0,Laborers,2.0,-38.0
423,F,N,Y,1,211500.0,State servant,House / apartment,-16212,-7099,0,0,0,Core staff,3.0,-20.0
424,M,N,Y,0,79650.0,Pensioner,House / apartment,-16081,365243,0,1,0,,2.0,-30.0
425,M,Y,Y,2,225000.0,Working,House / apartment,-10796,-2531,1,0,0,Laborers,4.0,-52.0
426,M,Y,Y,1,360000.0,Commercial associate,House / apartment,-16537,-410,0,1,1,Laborers,3.0,-30.0
427,F,N,Y,0,90000.0,Pensioner,House / apartment,-22062,365243,0,1,0,,1.0,-44.0
428,F,N,N,0,162000.0,Pensioner,House / apartment,-21244,365243,0,0,0,,2.0,-38.0
429,F,N,Y,2,270000.0,Commercial associate,House / apartment,-11506,-2331,0,0,0,,4.0,-49.0
430,F,N,Y,0,121500.0,Working,House / apartment,-20602,-138,0,0,0,Cooking staff,2.0,-27.0
431,M,N,N,2,180000.0,Working,House / apartment,-9930,-2324,0,0,1,Laborers,4.0,-36.0
432,F,N,N,0,202500.0,Working,House / apartment,-11991,-706,0,0,1,Laborers,1.0,-9.0
433,F,N,Y,0,135000.0,Pensioner,House / apartment,-21226,365243,0,0,0,,2.0,-30.0
434,F,Y,N,0,315000.0,Working,House / apartment,-17074,-798,0,0,0,Accountants,2.0,-23.0
435,F,N,Y,0,225000.0,Working,House / apartment,-18978,-3016,1,1,0,Medicine staff,1.0,-31.0
436,M,Y,N,2,135000.0,Working,With parents,-16625,-561,0,0,0,,4.0,-28.0
437,F,N,Y,0,157500.0,Working,House / apartment,-20976,-1776,0,0,0,Laborers,2.0,-22.0
438,M,Y,Y,0,202500.0,Working,House / apartment,-20809,-5141,0,0,0,Managers,2.0,-58.0
439,F,N,Y,1,180000.0,Working,House / apartment,-16554,-2470,0,0,1,,2.0,-22.0
440,M,Y,N,2,378000.0,Commercial associate,House / apartment,-10722,-1245,0,0,1,Security staff,4.0,-22.0
441,F,Y,Y,0,202500.0,Commercial associate,House / apartment,-15812,-4231,1,1,1,Accountants,2.0,-24.0
442,F,N,Y,0,157500.0,Pensioner,House / apartment,-20578,365243,0,1,0,,2.0,-35.0
443,M,Y,Y,1,135000.0,Working,House / apartment,-10000,-1779,0,0,0,Laborers,3.0,-33.0
444,F,Y,N,0,216000.0,Working,Municipal apartment,-11974,-282,0,1,0,Sales staff,2.0,0.0
445,F,N,Y,0,202500.0,Commercial associate,House / apartment,-17822,-1730,0,0,0,Managers,2.0,-3.0
446,F,N,Y,0,112500.0,Working,Municipal apartment,-20589,-3680,0,0,0,,2.0,-41.0
447,F,N,N,2,67500.0,Working,Municipal apartment,-13891,-248,1,1,0,Core staff,4.0,-4.0
448,M,N,Y,1,337500.0,Commercial associate,House / apartment,-13083,-4491,0,0,1,,2.0,-14.0
449,M,Y,Y,0,202500.0,Working,House / apartment,-17148,-842,0,0,1,Security staff,2.0,-23.0
450,F,N,Y,0,112500.0,Working,Rented apartment,-13675,-415,0,0,0,Cooking staff,1.0,-15.0
451,F,Y,N,1,112500.0,Commercial associate,Office apartment,-14499,-2860,0,0,0,Accountants,3.0,-21.0
452,F,N,N,1,225000.0,Commercial associate,House / apartment,-14765,-3294,0,0,0,Core staff,3.0,0.0
453,F,N,Y,0,157500.0,Pensioner,House / apartment,-23015,365243,0,0,0,,2.0,-15.0
454,M,Y,Y,0,238500.0,Pensioner,Office apartment,-25152,365243,0,0,0,,2.0,-38.0
455,M,Y,N,0,225000.0,Working,House / apartment,-10785,-1345,0,0,0,,2.0,-9.0
456,F,N,Y,0,90000.0,Commercial associate,House / apartment,-18386,-8808,0,0,0,Core staff,1.0,-26.0
457,F,Y,Y,0,112500.0,Pensioner,House / apartment,-17641,365243,0,0,0,,2.0,-16.0
458,M,Y,Y,1,360000.0,Commercial associate,House / apartment,-13940,-617,0,0,0,Managers,3.0,-44.0
459,F,N,Y,0,612000.0,State servant,House / apartment,-12563,-3715,0,0,1,Accountants,2.0,-13.0
460,F,N,N,0,202500.0,Working,Office apartment,-19760,-2099,0,0,0,Cleaning staff,2.0,-44.0
461,F,N,Y,0,157500.0,Working,Office apartment,-13404,-3908,0,1,0,,2.0,-59.0
462,F,Y,Y,0,135000.0,Pensioner,House / apartment,-21034,365243,0,0,0,,2.0,-16.0
463,M,N,N,0,180000.0,Commercial associate,Rented apartment,-14542,-3179,0,0,0,Laborers,2.0,-16.0
464,F,N,Y,0,135000.0,Pensioner,House / apartment,-21358,365243,0,0,0,,2.0,-14.0
465,M,N,Y,0,112500.0,Working,House / apartment,-14071,-3806,1,0,0,Laborers,2.0,-28.0
466,F,N,N,0,135000.0,Commercial associate,House / apartment,-12256,-4031,1,1,1,Core staff,2.0,-11.0
467,F,N,Y,0,67500.0,Working,House / apartment,-15675,-283,0,0,1,Medicine staff,2.0,-18.0
468,F,N,Y,1,135000.0,Working,House / apartment,-14099,-1616,0,0,0,Core staff,3.0,-30.0
469,F,Y,Y,1,180000.0,Commercial associate,House / apartment,-14329,-6180,0,0,0,Laborers,2.0,-29.0
470,F,N,Y,0,225000.0,Working,House / apartment,-17051,-598,0,0,0,Sales staff,2.0,-14.0
471,M,N,N,0,126000.0,Commercial associate,House / apartment,-10071,-1051,1,1,1,,2.0,-20.0
472,M,N,N,0,126000.0,Working,House / apartment,-21388,-1830,0,0,0,Security staff,2.0,-23.0
473,M,Y,Y,2,225000.0,Working,House / apartment,-13456,-992,0,0,0,Drivers,4.0,-34.0
474,F,N,Y,0,135000.0,Working,House / apartment,-15036,-3339,0,0,0,,1.0,-39.0
475,F,N,N,0,144000.0,Working,House / apartment,-19984,-4662,0,1,0,,2.0,-45.0
476,F,N,Y,2,112500.0,Working,House / apartment,-12974,-2379,0,0,0,Laborers,4.0,-5.0
477,F,Y,Y,0,315000.0,Pensioner,House / apartment,-21012,365243,0,0,0,,1.0,-57.0
478,F,N,Y,3,225000.0,Commercial associate,House / apartment,-11870,-5072,0,0,0,Laborers,4.0,-7.0
479,M,Y,Y,1,180000.0,Working,House / apartment,-13585,-747,0,0,0,High skill tech staff,3.0,-27.0
480,F,N,Y,1,216000.0,Working,House / apartment,-10512,-1782,0,1,0,Core staff,2.0,-32.0
481,F,Y,Y,2,108000.0,Working,House / apartment,-14276,-1905,0,0,0,Laborers,4.0,-40.0
482,F,N,Y,2,225000.0,Working,House / apartment,-11268,-1741,0,0,1,Sales staff,4.0,-47.0
483,F,N,Y,0,135000.0,Pensioner,House / apartment,-21226,365243,0,0,0,,2.0,-9.0
484,M,Y,Y,0,180000.0,Working,House / apartment,-9435,-532,0,0,0,Drivers,1.0,-16.0
485,M,N,Y,1,135000.0,Working,House / apartment,-18719,-1473,1,1,0,Laborers,3.0,-19.0
486,F,N,Y,0,67500.0,Pensioner,House / apartment,-22145,365243,0,0,0,,1.0,-38.0
487,F,N,Y,0,360000.0,State servant,House / apartment,-19070,-10490,0,0,0,Accountants,2.0,-14.0
488,F,N,N,0,211500.0,Commercial associate,With parents,-14636,-4690,1,1,0,Laborers,2.0,-48.0
489,M,Y,Y,1,157500.0,Commercial associate,House / apartment,-12127,-307,0,1,0,Drivers,3.0,-18.0
490,F,N,Y,1,135000.0,Working,House / apartment,-10650,-3163,0,0,0,Accountants,3.0,-8.0
491,M,Y,N,0,135000.0,Commercial associate,House / apartment,-10511,-305,0,0,0,IT staff,2.0,-35.0
492,F,N,Y,0,247500.0,State servant,House / apartment,-19955,-6200,0,0,0,,1.0,-23.0
493,M,N,Y,1,180000.0,Working,House / apartment,-10581,-1692,1,0,0,,3.0,-38.0
494,M,Y,Y,0,450000.0,Working,House / apartment,-19087,-4434,0,1,0,Managers,2.0,-44.0
495,F,N,Y,0,135000.0,Commercial associate,House / apartment,-17733,-2362,0,0,0,Security staff,2.0,-47.0
496,F,N,N,0,112500.0,Working,House / apartment,-14667,-1048,1,1,0,Accountants,2.0,-38.0
497,M,Y,N,0,225000.0,Working,House / apartment,-10659,-413,0,0,0,Security staff,2.0,-10.0
498,M,Y,N,1,315000.0,Commercial associate,With parents,-11689,-716,1,1,0,High skill tech staff,3.0,-49.0
499,M,N,N,1,216000.0,Commercial associate,House / apartment,-10776,-1174,0,0,0,Laborers,2.0,-46.0
500,F,N,Y,0,157500.0,Working,House / apartment,-8067,-165,0,0,0,Core staff,1.0,-12.0
501,F,N,Y,0,58500.0,Pensioner,House / apartment,-24946,365243,0,1,0,,1.0,-18.0
502,M,Y,Y,0,405000.0,Working,House / apartment,-11723,-1830,1,0,1,,2.0,-20.0
503,M,Y,Y,0,135000.0,Working,House / apartment,-9955,-2036,0,0,0,,2.0,-28.0
504,F,N,Y,2,112500.0,Working,House / apartment,-12121,-3718,0,0,0,Core staff,3.0,-19.0
505,F,N,N,0,180000.0,Commercial associate,With parents,-8247,-430,1,0,1,Sales staff,2.0,-17.0
506,M,N,Y,2,270000.0,Working,House / apartment,-13777,-460,1,0,0,Laborers,4.0,-17.0
507,F,N,Y,0,202500.0,Working,House / apartment,-10669,-1495,0,0,0,,2.0,-45.0
508,F,N,Y,0,76500.0,Pensioner,House / apartment,-23659,365243,0,0,0,,1.0,-10.0
509,F,N,N,1,135000.0,Working,House / apartment,-15124,-717,0,1,0,Low-skill Laborers,2.0,-33.0
510,F,N,Y,2,202500.0,Commercial associate,Municipal apartment,-11509,-230,0,0,1,Cooking staff,4.0,-34.0
511,F,N,N,0,144000.0,Working,House / apartment,-15743,-2052,0,1,0,Laborers,2.0,-30.0
512,F,Y,Y,1,560250.0,Working,House / apartment,-12987,-2330,0,0,0,Sales staff,2.0,-2.0
513,F,Y,Y,0,81000.0,Pensioner,House / apartment,-19713,365243,0,0,0,,2.0,-37.0
514,F,N,N,0,135000.0,Working,With parents,-9632,-1943,0,0,0,,1.0,-7.0
515,M,N,Y,0,135000.0,Working,House / apartment,-15819,-169,0,0,0,Security staff,2.0,-27.0
